pitcher_name,month,type,pitch_type,px,pz
Chris Sale,4,S,FT,0.491,2.046
Chris Sale,4,S,FT,-0.342,3.415
Chris Sale,4,X,FT,-0.705,2.403
Chris Sale,4,S,FT,0.829,2.277
Chris Sale,4,S,SL,-1.914,1.536
Chris Sale,4,S,FT,0.232,2.118
Chris Sale,4,X,FT,-0.53,2.744
Chris Sale,4,S,FT,0.386,2.049
Chris Sale,4,S,SL,-1.429,1.779
Chris Sale,4,S,SL,-1.017,1.353
Chris Sale,4,B,FT,1.328,2.544
Chris Sale,4,X,CH,0.473,2.305
Chris Sale,4,B,FT,1.381,1.896
Chris Sale,4,S,FT,-0.815,2.382
Chris Sale,4,S,CU,0.961,2.873
Chris Sale,4,X,FT,-0.512,2.068
Chris Sale,4,B,FT,-0.773,3.14
Chris Sale,4,X,FT,0.242,1.824
Chris Sale,4,B,FT,-1.54,1.138
Chris Sale,4,X,FT,-0.246,1.894
Chris Sale,4,S,FT,0.487,1.538
Chris Sale,4,S,SL,0.234,1.953
Chris Sale,4,S,SL,-1.383,1.287
Chris Sale,4,B,SL,-0.158,1.629
Chris Sale,4,S,FT,0.862,2.802
Chris Sale,4,B,FT,0.431,1.431
Chris Sale,4,B,FT,1.208,3.261
Chris Sale,4,B,FT,1.02,1.519
Chris Sale,4,X,FT,0.977,2.718
Chris Sale,4,B,SL,-1.331,2.107
Chris Sale,4,X,FT,0.162,1.972
Chris Sale,4,X,FT,1.033,1.638
Chris Sale,4,B,CU,-0.3,1.577
Chris Sale,4,S,CH,0.572,1.696
Chris Sale,4,S,FT,-0.612,2.098
Chris Sale,4,X,SL,-0.247,1.957
Chris Sale,4,B,FT,0.166,1.355
Chris Sale,4,S,SL,-0.061,2.063
Chris Sale,4,S,SL,-0.378,2.528
Chris Sale,4,X,CU,0.185,1.665
Chris Sale,4,B,FT,0.686,3.185
Chris Sale,4,S,SL,0.505,2.419
Chris Sale,4,S,FT,0.134,3.237
Chris Sale,4,S,SL,-0.036,1.652
Chris Sale,4,S,SL,-0.245,1.292
Chris Sale,4,S,FT,0.767,3.744
Chris Sale,4,B,FT,-0.001,4.058
Chris Sale,4,B,SL,-2.325,0.903
Chris Sale,4,B,FT,1.219,3.195
Chris Sale,4,B,SL,0.727,1.437
Chris Sale,4,S,FT,-0.969,1.686
Chris Sale,4,S,CH,0.431,1.727
Chris Sale,4,S,SL,-1.44,1.287
Chris Sale,4,B,SL,-0.51,0.853
Chris Sale,4,X,FT,0.252,2.749
Chris Sale,4,B,CU,1.668,3.412
Chris Sale,4,B,FT,-0.936,3.087
Chris Sale,4,S,FT,-0.24,2.402
Chris Sale,4,B,SL,1.064,2.177
Chris Sale,4,S,FT,-0.04,1.999
Chris Sale,4,S,FT,-0.41,2.628
Chris Sale,4,B,CH,1.582,2.401
Chris Sale,4,X,FT,0.774,1.685
Chris Sale,4,B,CU,0.115,3.791
Chris Sale,4,S,CU,-0.651,2.475
Chris Sale,4,B,FT,1.244,2.227
Chris Sale,4,S,SL,-1.351,1.639
Chris Sale,4,X,CU,-0.149,3.055
Chris Sale,4,S,FT,-0.002,2.691
Chris Sale,4,B,FT,1.059,2.446
Chris Sale,4,B,FT,-1.293,1.768
Chris Sale,4,S,CU,0.563,2.432
Chris Sale,4,B,CU,-1.04,3.296
Chris Sale,4,S,FT,-0.661,1.834
Chris Sale,4,X,FT,0.507,2.597
Chris Sale,4,X,FT,0.743,2.819
Chris Sale,4,S,CU,-2.405,-2.842
Chris Sale,4,B,FT,1.214,2.187
Chris Sale,4,S,FT,0.598,3.041
Chris Sale,4,X,FT,-0.15,2.94
Chris Sale,4,X,FT,-0.161,2.325
Chris Sale,4,S,CU,1.063,2.008
Chris Sale,4,B,CU,-1.134,1.372
Chris Sale,4,B,FT,-1.609,3
Chris Sale,4,S,FT,-0.429,2.016
Chris Sale,4,S,CU,-1.715,1.305
Max Scherzer,4,B,FT,0.836,1.991
Max Scherzer,4,B,FF,1.13,0.825
Max Scherzer,4,B,FT,-1.321,3.143
Max Scherzer,4,B,FT,-0.323,3.475
Max Scherzer,4,B,FF,0.473,1.618
Max Scherzer,4,S,CH,-0.049,1.976
Max Scherzer,4,X,FF,0.201,1.636
Max Scherzer,4,S,FT,0.15,2.109
Max Scherzer,4,S,FF,-0.351,1.888
Max Scherzer,4,B,SL,1.313,0.764
Max Scherzer,4,X,FT,-0.131,3.005
Max Scherzer,4,B,FF,1.607,3.361
Max Scherzer,4,B,SL,-1.337,3.465
Max Scherzer,4,S,FF,-0.922,3.137
Max Scherzer,4,S,FF,-0.629,2.135
Max Scherzer,4,S,FF,0.777,2.874
Max Scherzer,4,S,SL,0.142,1.225
Max Scherzer,4,S,FF,0.397,2.784
Max Scherzer,4,B,SL,1.279,0.805
Max Scherzer,4,S,FF,0.23,1.829
Max Scherzer,4,S,FF,-0.219,2.767
Max Scherzer,4,B,FT,1.652,2.193
Max Scherzer,4,S,SL,0.344,2.852
Max Scherzer,4,S,SL,1.77,1.566
Max Scherzer,4,S,FF,-0.058,2.212
Max Scherzer,4,B,FT,-0.616,4.178
Max Scherzer,4,S,CH,-0.877,2.43
Max Scherzer,4,X,SL,-0.418,2.036
Max Scherzer,4,B,FT,0.92,2.027
Max Scherzer,4,S,SL,-0.395,2.139
Max Scherzer,4,S,FT,0.006,2.509
Max Scherzer,4,B,FF,-1.919,3.908
Max Scherzer,4,S,SL,-0.781,1.441
Max Scherzer,4,X,SL,-0.158,2.772
Max Scherzer,4,B,FT,1.005,3.63
Max Scherzer,4,S,FT,0.529,2.897
Max Scherzer,4,S,FT,-0.55,3.409
Max Scherzer,4,S,SL,-0.569,2.369
Max Scherzer,4,B,SL,-1.144,2.501
Max Scherzer,4,X,FF,0.239,2.167
Max Scherzer,4,B,FT,-0.202,1.495
Max Scherzer,4,B,CH,0.213,1.569
Max Scherzer,4,S,FT,-0.456,2.773
Max Scherzer,4,S,FT,-0.168,1.654
Max Scherzer,4,B,FT,0.495,1.124
Max Scherzer,4,S,FT,-1.119,2.864
Max Scherzer,4,S,FF,-0.152,2.399
Max Scherzer,4,B,FF,-0.357,4.048
Max Scherzer,4,S,FF,-0.725,3.189
Max Scherzer,4,B,CH,-1.544,2.243
Max Scherzer,4,X,FT,0.532,2.493
Max Scherzer,4,B,SL,-0.325,1.065
Max Scherzer,4,X,FF,-0.072,2.462
Max Scherzer,4,S,FT,-0.286,2.649
Max Scherzer,4,B,FF,-0.96,3.187
Max Scherzer,4,X,SL,-0.986,2.187
Max Scherzer,4,S,SL,-0.823,3.17
Max Scherzer,4,B,CH,-1.19,2.572
Max Scherzer,4,X,CH,-0.793,1.653
Max Scherzer,4,B,FT,1.303,3.505
Max Scherzer,4,B,CH,0.824,1.154
Max Scherzer,4,S,SL,-0.057,2.864
Max Scherzer,4,S,SL,0.484,2.843
Max Scherzer,4,S,FT,0.186,2.465
Max Scherzer,4,B,FF,1.092,2.31
Max Scherzer,4,S,FT,-0.33,2.577
Max Scherzer,4,S,FF,0.169,2.45
Max Scherzer,4,S,SL,0.158,2.526
Max Scherzer,4,S,FT,0.753,2.211
Max Scherzer,4,B,FF,1.44,2.076
Max Scherzer,4,S,FT,0.052,1.923
Max Scherzer,4,X,CH,-0.942,2.482
Max Scherzer,4,B,FT,0.927,3.249
Max Scherzer,4,S,FT,-0.108,1.919
Max Scherzer,4,S,SL,0.952,1.787
Max Scherzer,4,B,SL,0.578,1.129
Max Scherzer,4,S,FT,-0.129,2.471
Max Scherzer,4,S,FF,0.012,2.6
Max Scherzer,4,S,FT,0.441,1.854
Max Scherzer,4,S,SL,1.256,0.759
Max Scherzer,4,B,CU,-1.328,2.777
Max Scherzer,4,S,FF,0.334,2.785
Max Scherzer,4,S,SL,0.473,3.162
Max Scherzer,4,B,FT,-1.665,2.604
Max Scherzer,4,X,FF,0.412,3.002
Max Scherzer,4,B,FT,-1.706,1.696
Max Scherzer,4,B,SL,1.166,1.134
Max Scherzer,4,X,FT,0.801,2.588
Max Scherzer,4,B,FT,-1.259,2.037
Max Scherzer,4,S,CH,-0.978,1.372
Max Scherzer,4,B,FF,1.238,0.513
Max Scherzer,4,X,FF,0.497,2.93
Max Scherzer,4,S,FT,-0.505,3.243
Max Scherzer,4,B,FT,1.476,2.728
Max Scherzer,4,S,SL,0.523,1.95
Max Scherzer,4,B,SL,-0.877,1.372
Max Scherzer,4,B,FF,-1.765,2.764
Max Scherzer,4,S,FF,-0.353,2.346
Max Scherzer,4,X,FT,0.073,2.253
Max Scherzer,4,S,FT,0.461,3.28
Max Scherzer,4,S,SL,-0.019,3.162
Max Scherzer,4,B,FT,-0.013,1.52
Max Scherzer,4,S,CH,-0.963,1.273
Max Scherzer,4,S,SL,0.417,1.983
Max Scherzer,4,S,FT,0.508,2.95
Max Scherzer,4,S,SL,0.337,0.782
Max Scherzer,4,B,FT,0.835,2.068
Max Scherzer,4,B,FT,0.865,2.13
Max Scherzer,4,S,FT,-0.782,3.299
Max Scherzer,4,S,FT,0.2,2.566
Max Scherzer,4,B,CH,1.337,0.125
Max Scherzer,4,B,FF,-0.613,4.121
Max Scherzer,4,S,SL,0.208,2.389
Max Scherzer,4,B,SL,-1.084,2.579
Max Scherzer,4,S,SL,-0.162,1.894
Max Scherzer,4,S,FF,0.946,2.243
Max Scherzer,4,X,CH,-0.539,2.166
Chris Sale,4,B,FT,0.019,0.9
Chris Sale,4,X,FT,-0.841,3.025
Chris Sale,4,X,FT,1.104,2.477
Chris Sale,4,X,FT,-0.73,2.142
Chris Sale,4,B,SL,0.859,3.375
Chris Sale,4,S,CH,0.62,2.418
Chris Sale,4,B,CU,-1.708,3.249
Chris Sale,4,S,FT,-0.358,2.602
Chris Sale,4,S,SL,-0.649,2.313
Corey Kluber,4,X,SI,-0.335,2.619
Corey Kluber,4,B,SL,-0.31,3.908
Corey Kluber,4,B,CH,-1.94,4.229
Corey Kluber,4,S,SL,0.087,3.052
Corey Kluber,4,S,SL,0.224,2.617
Corey Kluber,4,X,FF,0.294,2.16
Corey Kluber,4,B,SL,0.545,0.821
Corey Kluber,4,S,FF,0.997,2.757
Corey Kluber,4,S,SL,-0.087,2.883
Corey Kluber,4,B,FF,1.338,2.788
Corey Kluber,4,S,SL,0.756,1.781
Corey Kluber,4,S,SL,0.092,1.739
Corey Kluber,4,S,FF,0.601,2.694
Max Scherzer,4,S,SL,0.415,1.45
Max Scherzer,4,S,FF,0.838,2.418
Max Scherzer,4,S,FF,-0.13,2.496
Max Scherzer,4,S,SL,0.357,2.256
Max Scherzer,4,S,FT,-0.567,3.67
Max Scherzer,4,S,SL,0.341,2.272
Max Scherzer,4,B,CH,-0.382,0.243
Max Scherzer,4,B,FF,1.663,2.958
Max Scherzer,4,X,CH,-0.099,2.256
Max Scherzer,4,B,FF,1.261,1.466
Max Scherzer,4,S,FT,0.568,1.737
Max Scherzer,4,B,CH,-1.943,3.037
Max Scherzer,4,X,FT,0.306,2.567
Max Scherzer,4,B,SL,-1.275,3.481
Max Scherzer,4,S,FF,-0.838,2.651
Max Scherzer,4,B,FF,1.692,1.987
Max Scherzer,4,S,FF,0.471,2.685
Max Scherzer,4,S,FF,-0.414,3.225
Justin Verlander,4,B,FT,-0.492,3.4
Justin Verlander,4,B,FF,0.804,2.134
Justin Verlander,4,S,FT,0.556,2.507
Justin Verlander,4,S,FF,-0.059,2.283
Justin Verlander,4,S,FT,-0.055,3.821
Justin Verlander,4,S,FT,-0.973,2.58
Justin Verlander,4,B,SL,-1.377,2.893
Justin Verlander,4,S,CH,1.035,2.491
Justin Verlander,4,B,FT,1.408,4.448
Justin Verlander,4,S,FT,-1.129,3.206
Justin Verlander,4,S,FF,-0.275,2.852
Justin Verlander,4,S,FF,-0.681,2.967
Justin Verlander,4,B,CH,-1.246,0.643
Justin Verlander,4,S,CH,-0.328,1.238
Justin Verlander,4,B,CU,1.182,1.085
Justin Verlander,4,B,CH,0.548,0.662
Justin Verlander,4,X,FT,-0.334,3.435
Justin Verlander,4,B,FT,-0.435,4.709
Justin Verlander,4,S,FF,-0.548,2.685
Justin Verlander,4,B,SL,1.986,2
Justin Verlander,4,S,FT,0.037,3.431
Justin Verlander,4,S,SL,0.648,1.657
Justin Verlander,4,B,FT,-0.018,4.414
Justin Verlander,4,B,FT,0.141,3.932
Justin Verlander,4,S,FT,0.93,3.374
Justin Verlander,4,B,SL,0.411,3.305
Justin Verlander,4,S,CH,0.893,2.178
Justin Verlander,4,S,CH,0.221,2.098
Justin Verlander,4,X,SL,0.96,1.934
Justin Verlander,4,S,FF,0.138,3.11
Justin Verlander,4,S,SL,1.087,1.951
Justin Verlander,4,B,FT,0.664,4.064
Justin Verlander,4,X,SL,0.668,2.251
Justin Verlander,4,B,CU,-1.356,3.395
Justin Verlander,4,B,FF,0.647,1.428
Justin Verlander,4,S,FF,0.225,2.724
Justin Verlander,4,X,FF,0.756,2.401
Justin Verlander,4,B,CH,1.332,0.964
Justin Verlander,4,S,FT,0.529,2.825
Justin Verlander,4,X,CH,0.621,1.283
Justin Verlander,4,X,CH,0.732,2.683
Justin Verlander,4,S,CU,-0.198,2.496
Justin Verlander,4,S,FF,-0.985,2.921
Justin Verlander,4,S,CH,-0.09,0.168
Justin Verlander,4,B,CU,-1.189,3.47
Justin Verlander,4,B,FT,0.487,4.209
Justin Verlander,4,S,FT,0.161,3.212
Justin Verlander,4,X,FT,-0.311,3.152
Justin Verlander,4,B,FT,-1.338,3.415
Justin Verlander,4,S,FF,-0.254,2.997
Justin Verlander,4,B,CH,-0.154,1.491
Justin Verlander,4,S,CH,0.564,2.275
Justin Verlander,4,B,FT,-0.997,4.411
Justin Verlander,4,B,SL,1.086,1.436
Justin Verlander,4,S,SL,-0.57,3.217
Justin Verlander,4,S,SL,-0.149,2.725
Justin Verlander,4,B,SL,2.339,1.005
Justin Verlander,4,S,CH,0.846,1.276
Justin Verlander,4,B,SL,1.502,2.443
Justin Verlander,4,B,SL,1.136,1.56
Justin Verlander,4,S,CH,0.28,2.994
Justin Verlander,4,S,SL,-0.246,2.646
Justin Verlander,4,S,FT,-0.248,2.552
Justin Verlander,4,S,FF,-0.27,2.445
Justin Verlander,4,X,SL,-0.565,2.564
Justin Verlander,4,S,FF,-0.08,2.539
Justin Verlander,4,S,SL,1.389,1.973
Justin Verlander,4,S,FT,0.359,3.706
Justin Verlander,4,S,CH,0.674,1.972
Justin Verlander,4,S,SL,0.422,1.666
Justin Verlander,4,B,FT,0.265,4.503
Justin Verlander,4,B,FT,-0.189,4.508
Justin Verlander,4,S,FT,0.404,3.323
Justin Verlander,4,B,FF,0.977,3.115
Justin Verlander,4,S,SL,0.734,2.204
Justin Verlander,4,S,FT,0.99,3.029
Justin Verlander,4,B,SL,2.481,0.739
Justin Verlander,4,S,CH,1.264,2.511
Justin Verlander,4,B,FT,-1.221,4.486
Justin Verlander,4,B,CH,0.907,1.772
Justin Verlander,4,X,FF,-0.416,3.334
Justin Verlander,4,S,FT,-0.714,4.1
Justin Verlander,4,S,SL,0.48,3.254
Justin Verlander,4,X,FT,0.404,4.32
Justin Verlander,4,B,CU,-2.205,4.74
Justin Verlander,4,S,CH,-0.999,2.914
Justin Verlander,4,S,FF,0.706,3.218
Justin Verlander,4,S,FT,-0.051,4.162
Justin Verlander,4,X,CH,0.787,2.27
Justin Verlander,4,S,CH,0.489,2.978
Justin Verlander,4,B,FT,0.875,3.141
Justin Verlander,4,S,FT,-0.011,3.637
Justin Verlander,4,B,SL,1.582,0.85
Justin Verlander,4,B,FT,1.083,5.469
Justin Verlander,4,X,CH,0.152,2.627
Justin Verlander,4,S,CU,0.13,2.578
Justin Verlander,4,B,CH,0.568,-0.324
Justin Verlander,4,B,CH,0.689,0.763
Justin Verlander,4,S,SL,0.006,2.114
Justin Verlander,4,S,SL,-0.448,2.559
Justin Verlander,4,B,CH,1.065,0.604
Justin Verlander,4,S,FF,-0.019,1.853
Justin Verlander,4,S,FF,-1.057,2.98
Justin Verlander,4,X,FT,-0.866,3.207
Justin Verlander,4,X,FT,-0.218,2.476
Justin Verlander,4,S,FT,0.425,2.785
Justin Verlander,4,S,CU,-0.579,2.358
Justin Verlander,4,S,SL,-0.416,2.077
Justin Verlander,4,S,SL,0.709,2.673
Justin Verlander,4,X,CH,0.341,2.07
Max Scherzer,4,S,FT,-0.39,1.99
Max Scherzer,4,S,FT,-0.21,1.94
Max Scherzer,4,B,CH,-1.24,2.52
Max Scherzer,4,S,FT,-0.98,2.45
Max Scherzer,4,S,FT,-0.8,3.3
Max Scherzer,4,S,CH,0.22,2.84
Max Scherzer,4,X,CH,0.16,1.72
Max Scherzer,4,S,FT,-0.91,2.9
Max Scherzer,4,B,SL,1.33,2.9
Max Scherzer,4,S,SL,0.25,2.34
Max Scherzer,4,S,FT,0.56,2.12
Max Scherzer,4,B,SL,0.84,0.62
Max Scherzer,4,S,CH,-0.48,2.73
Max Scherzer,4,S,SL,0.83,2.19
Max Scherzer,4,S,SL,0.93,1.42
Max Scherzer,4,X,FF,-0.33,2.3
Max Scherzer,4,B,FT,-0.13,4.41
Max Scherzer,4,X,SL,0.28,2.34
Max Scherzer,4,S,CU,0.12,1.72
Max Scherzer,4,B,FF,0.56,1.42
Max Scherzer,4,X,FF,0.42,2.44
Max Scherzer,4,S,FT,0.16,3.09
Max Scherzer,4,S,CU,-0.91,2.68
Max Scherzer,4,S,FT,0.6,3.15
Max Scherzer,4,B,FT,1.19,3.14
Max Scherzer,4,X,CH,-0.84,2.06
Max Scherzer,4,S,SL,0.19,3.17
Max Scherzer,4,S,SL,-0.75,2.04
Max Scherzer,4,B,FF,1.25,2.31
Max Scherzer,4,S,FF,0.07,2.66
Max Scherzer,4,S,FT,-0.11,2.4
Max Scherzer,4,B,FT,1.28,2.32
Max Scherzer,4,B,FT,0.37,1.38
Max Scherzer,4,S,FT,0.75,2.76
Max Scherzer,4,X,FT,-0.19,2.68
Max Scherzer,4,B,CU,-1.77,2.95
Max Scherzer,4,S,FT,-0.2,2.78
Max Scherzer,4,S,FF,0.29,2.88
Max Scherzer,4,S,FF,-1.22,3.13
Max Scherzer,4,S,FT,-0.62,3.19
Max Scherzer,4,B,FT,-1.33,2.7
Max Scherzer,4,B,FT,-0.97,3.52
Max Scherzer,4,B,CH,0.68,0.89
Max Scherzer,4,B,FT,-1.24,3.11
Max Scherzer,4,B,SL,-1.06,3.41
Max Scherzer,4,S,FT,-0.76,2.59
Max Scherzer,4,B,FF,0.63,4.11
Max Scherzer,4,S,FF,-0.15,2.65
Max Scherzer,4,S,FT,0.14,2.81
Max Scherzer,4,S,FT,0.02,3.33
Max Scherzer,4,B,SL,1.74,2.27
Max Scherzer,4,S,FT,-0.52,2.64
Max Scherzer,4,S,FF,-0.63,3.78
Max Scherzer,4,S,FT,-0.79,2.57
Max Scherzer,4,X,FT,-0.28,2.73
Max Scherzer,4,X,SL,-0.06,2.62
Max Scherzer,4,S,CH,-0.35,2.41
Max Scherzer,4,S,FT,-0.41,2.37
Max Scherzer,4,X,FT,0,3.21
Max Scherzer,4,S,SL,1.08,1.31
Max Scherzer,4,S,FT,-0.4,3.56
Max Scherzer,4,S,FT,0.66,3.3
Max Scherzer,4,X,FT,-0.52,2.73
Max Scherzer,4,S,FT,0.67,2.5
Max Scherzer,4,B,SL,0.79,2.67
Max Scherzer,4,S,FT,0.32,2.09
Max Scherzer,4,B,SL,0.48,1.07
Max Scherzer,4,S,SL,0.73,1.95
Max Scherzer,4,B,CU,-0.53,3.8
Max Scherzer,4,S,FF,-0.14,2.96
Max Scherzer,4,B,CU,-1.64,2.75
Max Scherzer,4,X,CH,0.19,2.04
Max Scherzer,4,S,FT,-0.86,2.51
Max Scherzer,4,B,FT,0.76,3.33
Max Scherzer,4,S,FT,-0.87,2.02
Max Scherzer,4,X,FT,-0.63,3.34
Max Scherzer,4,S,SL,-0.01,2.39
Max Scherzer,4,X,FF,-1.11,2.15
Max Scherzer,4,X,FT,-0.53,1.95
Max Scherzer,4,S,FT,-0.72,3.05
Max Scherzer,4,S,SL,0.43,2.34
Max Scherzer,4,B,SL,0.42,0.08
Max Scherzer,4,X,SL,0.62,1.77
Max Scherzer,4,S,FF,-0.37,2.91
Max Scherzer,4,X,FT,0.3,3.22
Max Scherzer,4,S,CU,-1.03,3.11
Max Scherzer,4,S,FT,0.2,2.71
Max Scherzer,4,B,SL,-0.77,1.58
Max Scherzer,4,B,SL,0.87,0.86
Max Scherzer,4,S,FT,0.22,3.27
Max Scherzer,4,X,FT,-0.58,2.89
Max Scherzer,4,B,SL,-1.25,4.18
Max Scherzer,4,X,SL,0.26,2.54
Max Scherzer,4,S,SL,-0.69,3.12
Max Scherzer,4,S,SL,-0.18,2.94
Max Scherzer,4,S,SL,0.01,2.23
Max Scherzer,4,S,FT,-0.31,2.62
Max Scherzer,4,B,FF,-2.67,3.65
Max Scherzer,4,B,SL,-0.44,3.82
Max Scherzer,4,S,FT,-0.88,2.9
Max Scherzer,4,X,FF,0.43,2.74
Max Scherzer,4,S,FF,-0.45,2.79
Max Scherzer,4,X,SL,0.06,2.72
Corey Kluber,4,B,SI,-0.42,3.61
Corey Kluber,4,S,FF,1.05,1.93
Corey Kluber,4,S,SI,0.45,2.23
Corey Kluber,4,B,SL,2.33,0.2
Corey Kluber,4,S,FF,0.69,3.3
Corey Kluber,4,S,SL,1.51,1.14
Corey Kluber,4,B,SL,0.02,4.01
Corey Kluber,4,S,SL,2.11,0.86
Corey Kluber,4,B,SI,-0.04,4.71
Corey Kluber,4,B,SL,-0.5,3.39
Corey Kluber,4,S,SL,-0.52,2.91
Corey Kluber,4,X,SI,0.25,3.52
Corey Kluber,4,B,SI,-1.67,4.81
Corey Kluber,4,B,SI,-1.36,3.47
Corey Kluber,4,S,SI,-0.98,2.47
Corey Kluber,4,B,FF,1.11,2.22
Corey Kluber,4,B,SI,-1.69,4.29
Corey Kluber,4,S,SL,0.97,2.63
Corey Kluber,4,B,SI,0.51,4.25
Corey Kluber,4,S,FF,0.9,2.2
Corey Kluber,4,S,SL,0.62,2.33
Corey Kluber,4,S,SI,-0.29,4.22
Corey Kluber,4,S,SI,0.43,2.86
Corey Kluber,4,S,SL,0.71,0.85
Corey Kluber,4,B,SL,0.89,-0.07
Corey Kluber,4,B,SL,1.07,0.82
Corey Kluber,4,S,SI,0.04,3.16
Corey Kluber,4,X,SL,0.59,2.1
Corey Kluber,4,B,SI,-0.42,1.21
Corey Kluber,4,S,FF,0.88,1.75
Corey Kluber,4,X,SL,0.57,2.17
Corey Kluber,4,B,SL,0.3,0.05
Corey Kluber,4,S,SL,-0.3,2.92
Corey Kluber,4,X,SL,0.89,1.75
Corey Kluber,4,B,SI,0.31,3.3
Corey Kluber,4,X,SI,-0.35,2.26
Corey Kluber,4,S,SI,-0.52,1.88
Corey Kluber,4,S,SL,0.8,1.18
Corey Kluber,4,S,SL,2.01,1.76
Corey Kluber,4,B,SI,-0.13,4.44
Corey Kluber,4,B,SI,1.62,2.62
Corey Kluber,4,S,SI,0.7,2.42
Corey Kluber,4,B,SI,1.61,3.22
Corey Kluber,4,B,SI,2.45,2.99
Corey Kluber,4,B,FF,1.74,0.66
Corey Kluber,4,B,FF,1.82,1.77
Corey Kluber,4,S,SI,-0.8,2.99
Corey Kluber,4,X,SI,-0.05,3.49
Corey Kluber,4,S,SI,0.42,3.11
Corey Kluber,4,S,SL,0.17,1.23
Corey Kluber,4,S,SL,0.48,1.95
Corey Kluber,4,B,SI,-0.4,3.96
Corey Kluber,4,B,SI,1.22,1.99
Corey Kluber,4,S,SI,0.48,2.51
Corey Kluber,4,X,SL,0.45,2.2
Corey Kluber,4,S,SL,0.08,1.44
Corey Kluber,4,S,SI,0.07,3.02
Corey Kluber,4,S,SI,1.14,2.51
Corey Kluber,4,S,SL,-0.25,2.32
Corey Kluber,4,B,SL,0.79,0.85
Corey Kluber,4,S,SI,-0.28,2.87
Corey Kluber,4,S,SI,0.29,3.06
Corey Kluber,4,B,SI,0.55,3.62
Corey Kluber,4,X,SL,0.55,1.26
Corey Kluber,4,S,CH,-0.84,2.53
Corey Kluber,4,X,SL,-0.41,2.45
Corey Kluber,4,X,SI,-0.26,3.29
Corey Kluber,4,X,SL,0.84,2.76
Corey Kluber,4,S,FF,-0.56,2.41
Corey Kluber,4,S,SL,0.98,0.87
Corey Kluber,4,S,SL,0.5,2.55
Corey Kluber,4,S,SL,1.39,0.65
Corey Kluber,4,S,SI,-0.08,3.12
Corey Kluber,4,X,SI,-0.13,3.51
Corey Kluber,4,S,SL,-0.13,2.8
Corey Kluber,4,B,SI,0.22,3.9
Corey Kluber,4,X,SL,0.03,2.45
Corey Kluber,4,S,SL,0.56,1.37
Corey Kluber,4,B,SL,-0.09,3.82
Corey Kluber,4,X,SL,-0.41,1.7
Corey Kluber,4,S,SL,0.25,3.28
Corey Kluber,4,S,SI,0.21,3.34
Corey Kluber,4,S,SL,1.15,0.54
Corey Kluber,4,S,SL,0.72,1.9
Corey Kluber,4,S,SI,0.35,3.11
Corey Kluber,4,B,SI,1.64,2.15
Corey Kluber,4,B,SI,1.28,2.46
Corey Kluber,4,X,SL,0.82,1.39
Corey Kluber,4,S,SL,0.64,3
Corey Kluber,4,B,SI,-0.35,4.47
Corey Kluber,4,B,SL,-1.13,2.05
Corey Kluber,4,B,SL,0.68,1.06
Corey Kluber,4,S,SI,-0.88,3.09
Corey Kluber,4,B,SI,-0.37,4.11
Corey Kluber,4,S,SL,0.91,2.18
Chris Sale,4,S,FT,0.565,2.274
Chris Sale,4,B,FT,1.034,1.499
Chris Sale,4,S,FT,-0.612,2.062
Chris Sale,4,B,FT,1.318,3.182
Chris Sale,4,S,FT,-0.177,2.462
Chris Sale,4,B,FT,2.076,2.471
Chris Sale,4,X,FT,0.264,2.258
Chris Sale,4,X,FT,-0.314,2.239
Chris Sale,4,B,FT,-0.072,3.514
Chris Sale,4,X,FT,1.086,2.228
Chris Sale,4,S,FT,-0.418,2.982
Chris Sale,4,B,FT,1.93,3.142
Chris Sale,4,B,FT,1.451,3.81
Chris Sale,4,S,CH,0.201,1.728
Chris Sale,4,X,CH,0.35,2.036
Chris Sale,4,B,FT,1.851,2.501
Chris Sale,4,X,FT,-0.378,2.477
Chris Sale,4,S,FT,0.651,3.198
Chris Sale,4,S,CH,0.764,1.879
Chris Sale,4,B,CH,1.474,1.954
Chris Sale,4,X,FT,-0.469,2.828
Chris Sale,4,B,FT,0.757,3.398
Chris Sale,4,S,FT,-0.282,2.681
Chris Sale,4,B,FT,1.54,2.475
Chris Sale,4,S,FT,1.02,3.025
Chris Sale,4,B,SL,0.707,1.89
Chris Sale,4,B,SL,2.398,2.693
Chris Sale,4,B,FT,1.106,2.833
Chris Sale,4,X,FT,-0.721,2.193
Chris Sale,4,B,FT,1.137,1.939
Chris Sale,4,B,FT,1.035,1.72
Chris Sale,4,X,FT,0.25,2.578
Chris Sale,4,S,CH,0.59,2.331
Chris Sale,4,X,FT,-0.363,2.235
Chris Sale,4,B,FT,1.584,2.544
Chris Sale,4,S,SL,-1.313,1.544
Chris Sale,4,S,CU,-0.43,2.704
Chris Sale,4,B,FT,-0.827,1.648
Chris Sale,4,S,FT,-0.399,3.19
Chris Sale,4,S,FT,1.414,1.971
Chris Sale,4,B,FT,-0.233,1.805
Chris Sale,4,S,CH,0.59,1.523
Chris Sale,4,B,FT,-0.512,4.024
Chris Sale,4,S,SL,-1.048,1.966
Chris Sale,4,B,CU,1.168,2.461
Chris Sale,4,S,FT,-0.789,2.141
Chris Sale,4,S,FT,-0.551,2.241
Chris Sale,4,S,SL,-0.887,1.859
Chris Sale,4,S,FT,1.012,2.152
Chris Sale,4,S,FT,1.205,2.024
Chris Sale,4,B,FT,0.885,4.804
