pitcher_name,month,type,pitch_type,px,pz
Max Scherzer,4,S,SL,1.398,1.507
Max Scherzer,4,S,FT,-0.605,3.102
Max Scherzer,4,B,SL,1.892,0.974
Max Scherzer,4,S,CH,-0.604,2.259
Max Scherzer,4,B,SL,0.741,0.257
Max Scherzer,4,S,SL,0.36,2.32
Max Scherzer,4,S,FT,0.292,2.72
Max Scherzer,4,S,SL,-0.525,3.242
Max Scherzer,4,S,FF,0.613,2.984
Max Scherzer,4,S,FF,0.205,3.983
Max Scherzer,4,S,SL,-0.281,2.463
Max Scherzer,4,S,FF,-0.356,3.365
Max Scherzer,4,B,FT,-1.709,3.306
Max Scherzer,4,X,FT,0.822,2.757
Max Scherzer,4,S,SL,-0.399,2.695
Max Scherzer,4,S,SL,-0.372,2.805
Max Scherzer,4,S,SL,0.708,2.274
Max Scherzer,4,S,FT,0.598,2.955
Max Scherzer,4,S,FF,0.115,2.518
Max Scherzer,4,S,SL,0.774,1.562
Max Scherzer,4,S,SL,-0.026,1.974
Max Scherzer,4,S,FF,0.067,2.363
Max Scherzer,4,S,FT,0.491,2.26
Max Scherzer,4,X,FT,-0.943,3.564
Max Scherzer,4,S,FT,-0.268,2.617
Max Scherzer,4,S,SL,-0.67,2.569
Max Scherzer,4,B,SL,1.37,0.955
Max Scherzer,4,S,SL,0.354,2.111
Max Scherzer,4,B,FF,-0.469,1.018
Max Scherzer,4,S,SL,0.407,2.166
Max Scherzer,4,B,SL,-1.098,2.958
Max Scherzer,4,S,SL,0.024,2.614
Max Scherzer,4,S,FT,-1.699,3.24
Max Scherzer,4,S,FF,0.202,2.056
Max Scherzer,4,S,FT,-0.023,3.328
Max Scherzer,4,B,CH,0.628,1.069
Max Scherzer,4,S,SL,-0.313,2.659
Max Scherzer,4,S,CH,-0.651,1.756
Max Scherzer,4,S,CU,-0.381,2.364
Max Scherzer,4,S,FT,-1.335,2.984
Max Scherzer,4,S,FT,-0.431,3.727
Max Scherzer,4,S,SL,-0.028,2.946
Max Scherzer,4,S,FT,-0.612,3.169
Max Scherzer,4,X,CH,-0.82,1.295
Max Scherzer,4,B,FF,0.68,1.862
Max Scherzer,4,S,FT,0.101,2.3
Max Scherzer,4,B,SL,2.192,1.951
Max Scherzer,4,B,FF,0.999,2.602
Max Scherzer,4,S,SL,1.051,1.986
Max Scherzer,4,X,FT,0.333,2.315
Max Scherzer,4,B,SL,0.01,3.574
Max Scherzer,4,S,SL,0.606,2.154
Max Scherzer,4,S,FT,-0.743,2.592
Max Scherzer,4,S,FT,0.444,2.78
Max Scherzer,4,B,SL,-1.599,3.245
Max Scherzer,4,S,CH,-0.813,2.897
Max Scherzer,4,S,FT,-1.073,2.639
Max Scherzer,4,S,CH,-0.821,1.79
Max Scherzer,4,S,FF,-0.713,2.914
Max Scherzer,4,S,FT,-0.241,3.268
Max Scherzer,4,X,SL,0.396,2.38
Max Scherzer,4,S,FT,0.121,3.308
Max Scherzer,4,S,FT,-0.671,3.889
Max Scherzer,4,X,SL,-0.355,2.644
Max Scherzer,4,B,FT,1.418,1.998
Max Scherzer,4,S,FT,-0.037,2.775
Max Scherzer,4,S,CH,0.224,2.07
Max Scherzer,4,S,FT,-0.235,3.327
Max Scherzer,4,S,SL,0.423,2.038
Max Scherzer,4,B,FT,1.037,3.681
Max Scherzer,4,S,FT,-0.191,3.989
Max Scherzer,4,S,SL,-0.738,2.284
Max Scherzer,4,S,FT,0.034,2.028
Max Scherzer,4,S,FT,0.604,3.747
Max Scherzer,4,B,FT,1.1,2.581
Max Scherzer,4,X,SL,0.436,1.91
Max Scherzer,4,S,FT,0.347,2.886
Max Scherzer,4,X,FT,-0.304,2.35
Max Scherzer,4,S,FT,0.759,2.51
Max Scherzer,4,S,FT,0.206,2.962
Max Scherzer,4,X,SL,0.069,1.762
Max Scherzer,4,S,SL,0.977,2.099
Max Scherzer,4,S,SL,0.178,2.177
Max Scherzer,4,S,FT,0.044,3.281
Max Scherzer,4,S,CH,-0.4,2.413
Max Scherzer,4,B,FT,-1.083,3.442
Max Scherzer,4,B,SL,-1.145,3.79
Max Scherzer,4,S,CH,-0.005,1.138
Max Scherzer,4,S,FF,-0.527,2.406
Max Scherzer,4,S,CH,-0.172,1.074
Max Scherzer,4,B,SL,0.233,0.998
Max Scherzer,4,S,FT,0.028,2.758
Max Scherzer,4,S,SL,1.216,1.889
Max Scherzer,4,S,FT,0.476,2.448
Max Scherzer,4,B,CH,-1.793,2.471
Max Scherzer,4,S,SL,-0.429,3.361
Max Scherzer,4,B,FT,-0.869,3.677
Max Scherzer,4,S,CH,-0.654,2.365
Max Scherzer,4,S,FT,-1.087,3.052
Max Scherzer,4,S,CH,-0.125,2.512
Max Scherzer,4,S,SL,-0.527,1.91
Max Scherzer,4,S,FT,-0.067,2.705
Max Scherzer,4,S,FT,0.242,1.575
Max Scherzer,4,X,SL,0,2.581
Max Scherzer,4,S,FT,-0.935,2.227
Max Scherzer,4,B,FT,-2.604,2.9
Max Scherzer,4,S,FT,-0.406,2.958
Max Scherzer,4,S,FT,0.88,3.105
Max Scherzer,4,S,FT,-0.119,2.595
Max Scherzer,4,B,SL,1.175,2.209
Max Scherzer,4,X,CH,-1.217,2.939
Max Scherzer,4,S,FT,0.215,2.168
Max Scherzer,4,S,FT,-0.148,2.882
Max Scherzer,4,S,SL,-0.016,1.27
Max Scherzer,4,S,FF,-0.445,2.659
Max Scherzer,4,X,SL,-0.008,1.559
Clayton Kershaw,4,S,FF,-1.09,2.836
Clayton Kershaw,4,B,FF,0.931,2.243
Clayton Kershaw,4,S,FF,0.013,1.781
Clayton Kershaw,4,S,CU,0.152,1.042
Clayton Kershaw,4,S,FF,0.337,2.181
Clayton Kershaw,4,X,SL,-0.64,2.169
Clayton Kershaw,4,B,FF,-0.573,1.377
Clayton Kershaw,4,S,FF,-0.141,2.598
Clayton Kershaw,4,S,FF,-0.552,2.968
Clayton Kershaw,4,B,SL,0.159,1.18
Clayton Kershaw,4,B,FF,1.483,2.657
Clayton Kershaw,4,B,FF,-1.858,2.109
Clayton Kershaw,4,S,FC,-0.006,2.654
Clayton Kershaw,4,S,SL,-0.467,1.053
Clayton Kershaw,4,B,SL,-0.375,0.063
Clayton Kershaw,4,S,CU,0.432,1.382
Clayton Kershaw,4,B,FF,1.204,3.69
Clayton Kershaw,4,S,SL,-0.195,0.965
Clayton Kershaw,4,B,FF,-0.167,3.822
Clayton Kershaw,4,S,FF,-0.952,3.281
Clayton Kershaw,4,S,FF,-0.419,3.33
Clayton Kershaw,4,B,CU,0.743,0.809
Clayton Kershaw,4,S,SL,-0.586,1.587
Clayton Kershaw,4,X,FF,-0.44,2.815
Clayton Kershaw,4,S,FF,-0.451,2.85
Clayton Kershaw,4,S,CU,0.376,2.63
Clayton Kershaw,4,S,FF,1.027,2.651
Clayton Kershaw,4,S,SL,-0.051,1.291
Clayton Kershaw,4,S,FF,-0.192,2.407
Clayton Kershaw,4,S,SL,-0.708,2.432
Clayton Kershaw,4,X,CU,-0.105,2.246
Clayton Kershaw,4,S,FF,0.516,2.63
Clayton Kershaw,4,B,FF,0.327,3.794
Clayton Kershaw,4,S,FF,-0.144,2.618
Clayton Kershaw,4,S,FF,-0.375,2.894
Clayton Kershaw,4,B,FF,0.55,3.789
Clayton Kershaw,4,B,SL,0.386,1.437
Clayton Kershaw,4,B,FF,-0.921,3.331
Clayton Kershaw,4,S,FF,0.719,2.282
Clayton Kershaw,4,S,FF,-0.34,2.186
Clayton Kershaw,4,X,FC,-0.003,1.858
Clayton Kershaw,4,S,FF,0.303,2.771
Clayton Kershaw,4,B,CU,1.428,0.769
Clayton Kershaw,4,X,FF,-0.009,2.304
Clayton Kershaw,4,S,FF,0.122,3.185
Clayton Kershaw,4,B,SL,-0.855,0.56
Clayton Kershaw,4,B,FF,0.535,3.955
Clayton Kershaw,4,S,SL,-0.514,1.38
Clayton Kershaw,4,B,SL,-0.555,1.064
Clayton Kershaw,4,S,SL,0.096,1.239
Clayton Kershaw,4,S,SL,0.055,2.587
Clayton Kershaw,4,B,FC,-1.097,1.264
Clayton Kershaw,4,X,FF,0.016,2.616
Clayton Kershaw,4,X,FF,0.1,3.152
Clayton Kershaw,4,S,FF,-0.204,2.656
Clayton Kershaw,4,B,CU,0.408,4.337
Clayton Kershaw,4,B,CU,0.837,0.982
Clayton Kershaw,4,X,FF,-0.707,3.116
Clayton Kershaw,4,S,FF,-0.806,1.796
Clayton Kershaw,4,S,SL,0.266,2.221
Clayton Kershaw,4,S,CU,0.971,2.589
Clayton Kershaw,4,S,FF,-0.029,2.01
Clayton Kershaw,4,B,SL,-1.186,0.283
Clayton Kershaw,4,B,SL,0.682,2.304
Clayton Kershaw,4,X,FF,-0.716,2.638
Clayton Kershaw,4,B,FF,-1.022,2.753
Clayton Kershaw,4,S,FF,-0.048,2.447
Clayton Kershaw,4,S,FF,0.171,2.957
Clayton Kershaw,4,S,CU,-0.859,2.436
Clayton Kershaw,4,B,SL,-1.524,0.23
Clayton Kershaw,4,B,SL,-0.193,1.068
Clayton Kershaw,4,X,FF,0.019,2.651
Clayton Kershaw,4,S,SL,-0.62,1.481
Clayton Kershaw,4,B,SL,-0.262,0.164
Clayton Kershaw,4,S,FF,-0.358,3
Clayton Kershaw,4,B,CU,0.599,0.548
Clayton Kershaw,4,B,FF,0.848,4.099
Clayton Kershaw,4,S,FF,0.186,2.447
Clayton Kershaw,4,B,FF,0.21,3.497
Clayton Kershaw,4,X,FF,-0.167,3.015
Clayton Kershaw,4,S,FF,-0.008,3.005
Clayton Kershaw,4,S,CU,-0.047,1.111
Clayton Kershaw,4,B,FF,2.067,3.529
Clayton Kershaw,4,X,CU,0.133,1.832
Clayton Kershaw,4,S,FC,0.219,1.973
Clayton Kershaw,4,B,CU,0.429,3.339
Clayton Kershaw,4,S,SL,-0.463,1.12
Clayton Kershaw,4,X,CU,0.728,2.997
Clayton Kershaw,4,S,FF,0.75,2.316
Clayton Kershaw,4,B,CU,0.013,0.678
Clayton Kershaw,4,X,SL,-0.019,2.597
Clayton Kershaw,4,X,FF,0.055,2.002
Clayton Kershaw,4,S,FF,-0.581,1.94
Clayton Kershaw,4,S,CU,0.86,1.585
Clayton Kershaw,4,B,FF,1.071,4.329
Clayton Kershaw,4,S,SL,-0.564,2.698
Clayton Kershaw,4,S,FF,0.642,2.858
Clayton Kershaw,4,B,CU,0.874,3.041
Clayton Kershaw,4,S,SL,-0.037,2.07
Clayton Kershaw,4,S,CU,-0.138,1.752
Clayton Kershaw,4,B,FF,-1.127,3.228
Clayton Kershaw,4,S,SL,-0.885,1.145
Clayton Kershaw,4,S,FF,0.099,2.186
Clayton Kershaw,4,S,CU,-0.739,2.414
Clayton Kershaw,4,X,FF,-0.013,2.667
Clayton Kershaw,4,S,FF,0.418,2.893
Clayton Kershaw,4,S,SL,0.199,2.952
Clayton Kershaw,4,B,FF,1.369,4.423
Clayton Kershaw,4,S,CU,0.993,1.032
Chris Sale,4,S,FT,-0.118,2.288
Chris Sale,4,S,FT,0.725,2.865
Chris Sale,4,X,FT,-0.703,1.872
Chris Sale,4,S,FT,-0.044,2.432
Chris Sale,4,X,CH,0.553,1.603
Chris Sale,4,S,FT,0.095,2.636
Chris Sale,4,S,FT,0.584,1.933
Chris Sale,4,S,FT,-0.22,2.904
Chris Sale,4,B,SL,-1.797,1.466
Chris Sale,4,S,FT,-0.241,2.169
Chris Sale,4,S,FT,0.328,2.221
Chris Sale,4,B,CU,-1.788,0.513
Chris Sale,4,B,CU,1.637,2.817
Chris Sale,4,B,FT,-0.33,0.938
Chris Sale,4,X,FT,0.299,2.724
Chris Sale,4,S,FT,0.065,1.987
Chris Sale,4,X,FT,-0.756,2.307
Chris Sale,4,B,FT,1.155,3.132
Chris Sale,4,S,CH,-0.214,1.773
Chris Sale,4,S,FT,0.638,1.743
Chris Sale,4,S,SL,0.058,2.084
Chris Sale,4,B,FT,0.889,2.423
Chris Sale,4,X,FT,0.746,2.576
Chris Sale,4,S,FT,-0.572,1.672
Chris Sale,4,X,CH,0.338,2.438
Chris Sale,4,X,FT,0.088,3.268
Chris Sale,4,B,FT,0.924,1.754
Chris Sale,4,X,FT,-0.211,2.422
Chris Sale,4,S,CH,0.031,2.438
Chris Sale,4,X,CH,0.518,1.898
Chris Sale,4,X,FT,-0.779,2.521
Chris Sale,4,B,FT,-0.713,1.225
Chris Sale,4,X,FT,0.022,1.765
Chris Sale,4,B,CH,0.915,2.391
Chris Sale,4,S,FT,0.489,2.194
Chris Sale,4,B,CH,1.779,2.144
Chris Sale,4,X,CH,-0.374,2.433
Chris Sale,4,X,CH,0.857,1.411
Chris Sale,4,B,FT,-2.05,-0.108
Chris Sale,4,B,CU,0.8,2.687
Chris Sale,4,S,FT,0.121,2.492
Chris Sale,4,S,FT,0.026,2.105
Chris Sale,4,B,FT,-0.052,1.499
Chris Sale,4,S,FT,-0.358,1.325
Chris Sale,4,S,FT,0.201,2.258
Chris Sale,4,B,SL,1.376,2.582
Chris Sale,4,S,CU,-0.839,2.637
Chris Sale,4,S,FT,-0.134,2.462
Chris Sale,4,S,SL,1.314,2.611
Chris Sale,4,B,FT,-0.011,2.926
Chris Sale,4,S,FT,-0.523,2.347
Chris Sale,4,X,FT,0.773,2.097
Chris Sale,4,X,FT,0.026,3.14
Chris Sale,4,B,FT,-0.527,1.458
Chris Sale,4,S,FT,0.45,1.992
Chris Sale,4,S,FT,-0.405,2.273
Chris Sale,4,S,SL,-0.701,2.008
Chris Sale,4,B,CH,1.297,2.812
Chris Sale,4,B,FT,1.525,3.609
Chris Sale,4,B,FT,0.631,1.267
Chris Sale,4,S,FT,0.03,2.278
Chris Sale,4,S,FT,0.194,1.65
Chris Sale,4,X,FT,0.193,2.878
Chris Sale,4,X,FT,0.169,2.453
Chris Sale,4,S,CH,-0.158,1.895
Chris Sale,4,X,FT,0.004,2.351
Chris Sale,4,B,FT,-1.201,1.598
Chris Sale,4,S,FT,-0.336,1.785
Chris Sale,4,S,SL,-0.012,2.657
Chris Sale,4,S,SL,-0.987,0.807
Chris Sale,4,B,FT,1.052,4.375
Chris Sale,4,X,SL,0.096,1.764
Chris Sale,4,S,FT,-0.103,2.58
Chris Sale,4,S,CU,-0.564,2.181
Chris Sale,4,B,CU,-1.714,0.544
Chris Sale,4,B,CU,-1.317,2.468
Chris Sale,4,X,FT,-0.275,2.743
Chris Sale,4,S,FT,-0.284,2.38
Chris Sale,4,X,CH,0.183,2.175
Chris Sale,4,B,FT,0.283,3.093
Chris Sale,4,S,FT,0.63,1.167
Chris Sale,4,S,CU,0.162,2.962
Chris Sale,4,B,SL,-1.387,0.534
Chris Sale,4,X,FT,1.172,2.592
Chris Sale,4,S,CH,-0.677,2.072
Chris Sale,4,B,CU,-1.19,2.553
Chris Sale,4,S,FT,1.266,2.85
Chris Sale,4,S,CU,0.983,2.474
Chris Sale,4,S,FT,-0.072,3.041
Chris Sale,4,B,CU,-2.919,1.107
Chris Sale,4,X,CH,0.994,2.229
Chris Sale,4,S,FT,0.806,2.37
Chris Sale,4,X,FT,0.237,1.848
Chris Sale,4,B,FT,-0.904,1.385
Chris Sale,4,S,CH,-0.714,2.31
Chris Sale,4,X,FT,0.282,1.697
Chris Sale,4,X,FT,-0.079,2.381
Chris Sale,4,S,CU,-0.194,1.988
Chris Sale,4,X,CH,0.64,1.311
Justin Verlander,4,S,FF,0.038,2.309
Justin Verlander,4,X,FF,-0.103,2.192
Justin Verlander,4,S,FF,0.659,1.81
Justin Verlander,4,X,CU,0.195,2.385
Justin Verlander,4,S,FF,0.074,2.659
Justin Verlander,4,S,FF,0.488,1.777
Justin Verlander,4,S,FF,0.031,3.99
Justin Verlander,4,X,SL,0.369,2.232
Justin Verlander,4,B,FF,-0.863,3.368
Justin Verlander,4,B,FF,0.373,3.855
Justin Verlander,4,B,FF,0.874,1.955
Justin Verlander,4,S,FF,0.467,2.346
Justin Verlander,4,B,SL,-0.878,2.816
Justin Verlander,4,S,SL,0.865,1.598
Justin Verlander,4,X,SL,0.575,2.001
Justin Verlander,4,S,FF,-0.427,2.075
Justin Verlander,4,B,FF,0.084,1.298
Justin Verlander,4,S,FF,-1.572,3.244
Justin Verlander,4,X,FF,0.027,3.691
Justin Verlander,4,S,CH,-0.734,2.368
Justin Verlander,4,B,SL,-1.324,2.426
Justin Verlander,4,S,CH,-0.886,2.99
Justin Verlander,4,S,CU,0.936,1.468
Justin Verlander,4,S,FF,0.474,3.537
Justin Verlander,4,S,CU,0.599,1.799
Justin Verlander,4,B,FF,1.284,2.298
Justin Verlander,4,B,FF,1.547,2.353
Justin Verlander,4,S,CH,-0.869,2.615
Justin Verlander,4,S,FF,0.067,3.73
Justin Verlander,4,B,CH,0.333,0.074
Justin Verlander,4,X,SL,0.4,2.574
Justin Verlander,4,B,SL,-0.732,1.609
Justin Verlander,4,X,SL,-0.358,2.102
Justin Verlander,4,S,FF,-0.478,3.174
Justin Verlander,4,S,CH,-0.716,1.929
Justin Verlander,4,B,FF,-1.526,4.139
Justin Verlander,4,B,SL,-2.134,3.382
Justin Verlander,4,B,FF,0.164,1.685
Justin Verlander,4,B,FF,0.842,1.953
Justin Verlander,4,S,FF,0.646,2.783
Justin Verlander,4,S,CU,-0.579,2.869
Justin Verlander,4,B,SL,1.496,1.938
Justin Verlander,4,S,SL,0.38,1.211
Justin Verlander,4,S,FF,0.425,2.389
Justin Verlander,4,X,SL,0.801,1.62
Justin Verlander,4,X,CH,-0.539,1.801
Justin Verlander,4,S,FF,0.233,2.244
Justin Verlander,4,S,FF,0.378,2.968
Justin Verlander,4,S,FF,0.482,3.767
Justin Verlander,4,S,FF,-0.209,2.373
Justin Verlander,4,B,FF,-1.41,2.527
Justin Verlander,4,S,FF,-0.397,2.255
Justin Verlander,4,B,FF,-1.629,3.697
Justin Verlander,4,S,FF,-1.307,3.052
Justin Verlander,4,B,FF,-1.889,3.33
Justin Verlander,4,S,FF,-0.83,1.67
Justin Verlander,4,S,FF,0.032,2.239
Justin Verlander,4,S,FF,0.181,4.035
Justin Verlander,4,B,FF,-1.658,4.415
Justin Verlander,4,S,FF,-0.09,3.029
Justin Verlander,4,B,CU,0.638,0.481
Justin Verlander,4,B,SL,-1.413,2.25
Justin Verlander,4,S,FF,0.107,2.797
Justin Verlander,4,B,CH,-0.006,1.282
Justin Verlander,4,S,FF,0.294,3.5
Justin Verlander,4,S,CU,0.353,1.266
Justin Verlander,4,B,CU,0.428,1.677
Justin Verlander,4,X,CU,0.839,1.354
Justin Verlander,4,X,SL,-0.104,2.362
Justin Verlander,4,B,FF,-1.277,2.251
Justin Verlander,4,B,CU,1.235,1.379
Justin Verlander,4,S,FF,-0.012,2.42
Justin Verlander,4,B,FF,-0.533,0.969
Justin Verlander,4,S,FF,-0.95,2.501
Justin Verlander,4,X,FF,-0.594,2.506
Justin Verlander,4,B,SL,0.097,1.401
Justin Verlander,4,B,FF,1.492,2.814
Justin Verlander,4,S,FF,-0.763,2.774
Justin Verlander,4,S,FF,0.336,4.009
Justin Verlander,4,S,FF,0.307,3.256
Justin Verlander,4,X,FF,0.65,3.153
Justin Verlander,4,B,CU,0.671,1.672
Justin Verlander,4,S,CU,0.15,1.698
Justin Verlander,4,S,FF,0.215,3.006
Justin Verlander,4,S,FF,0.489,2.58
Justin Verlander,4,B,SL,1.099,2.427
Justin Verlander,4,S,CU,-0.449,3.294
Justin Verlander,4,B,SL,2.084,1.76
Justin Verlander,4,S,FF,0.487,3.173
Justin Verlander,4,S,SL,1.264,1.202
Justin Verlander,4,S,FF,0.581,3.296
Justin Verlander,4,S,CU,-0.305,0.994
Justin Verlander,4,X,FF,-0.85,3.601
Justin Verlander,4,S,FF,-0.829,2.642
Justin Verlander,4,S,FF,0.359,2.437
Justin Verlander,4,X,FF,-0.545,3.443
Justin Verlander,4,B,FF,0.845,1.894
Justin Verlander,4,B,CU,1.126,0.782
Justin Verlander,4,S,FF,0.412,3.113
Justin Verlander,4,S,FF,0.386,3.556
Justin Verlander,4,X,SL,0.861,1.685
Justin Verlander,4,S,CU,-0.607,2.426
Justin Verlander,4,B,FF,0.022,4.847
Justin Verlander,4,S,FF,0.033,2.673
Justin Verlander,4,S,FF,0.046,1.687
Justin Verlander,4,B,CU,0.965,1.655
Justin Verlander,4,S,CH,-0.54,2.456
Justin Verlander,4,B,CU,-0.247,1.247
Justin Verlander,4,S,CH,-0.744,2.776
Justin Verlander,4,X,FF,-0.809,2.308
Justin Verlander,4,B,FF,0.454,4.113
Justin Verlander,4,X,CU,-0.603,2.679
Corey Kluber,4,B,FF,-0.51,1.15
Corey Kluber,4,S,FF,-0.49,2.39
Corey Kluber,4,B,FF,-1.33,2.55
Corey Kluber,4,X,SL,0.54,1.81
Corey Kluber,4,S,SI,0,2.84
Corey Kluber,4,X,FF,-0.87,2.63
Corey Kluber,4,S,SI,-1.06,1.64
Corey Kluber,4,B,FF,-0.3,1.12
Corey Kluber,4,S,SL,0.33,1.59
Corey Kluber,4,S,FF,-0.96,1.99
Corey Kluber,4,B,FF,0.97,0.29
Corey Kluber,4,S,SL,0.29,1.9
Corey Kluber,4,S,FF,-0.14,2.84
Corey Kluber,4,B,FF,-1.29,2.53
Corey Kluber,4,S,SL,-0.72,2.45
Corey Kluber,4,S,SI,0.57,3.16
Corey Kluber,4,S,SL,0.24,1.69
Corey Kluber,4,S,SI,0.51,2.94
Corey Kluber,4,S,SL,0.8,1.2
Corey Kluber,4,S,SI,0.46,2.66
Corey Kluber,4,B,FF,-1.14,2.32
Corey Kluber,4,X,SL,1.09,2.32
Corey Kluber,4,S,FF,-0.49,1.78
Corey Kluber,4,B,CH,-1.86,1.68
Corey Kluber,4,S,SL,0.26,1.73
Corey Kluber,4,S,FF,0.37,2.76
Corey Kluber,4,B,FF,-1.46,3.22
Corey Kluber,4,B,FF,0.1,3.26
Corey Kluber,4,B,FF,-1.14,2.23
Corey Kluber,4,B,FF,-0.05,3.48
Corey Kluber,4,S,FF,-0.39,2.09
Corey Kluber,4,X,SL,0.3,1.83
Corey Kluber,4,S,FF,0.36,2.24
Corey Kluber,4,B,SL,1.63,-0.25
Corey Kluber,4,B,CH,-1.35,0.89
Corey Kluber,4,B,FF,-0.46,0.56
Corey Kluber,4,S,FF,-0.04,1.53
Corey Kluber,4,X,FF,0.46,1.71
Corey Kluber,4,S,FF,-0.11,2.15
Corey Kluber,4,X,FF,-0.15,1.8
Corey Kluber,4,S,FF,0.5,2.55
Corey Kluber,4,S,SL,0.64,1.64
Corey Kluber,4,B,SL,0.7,0.81
Corey Kluber,4,B,SI,-1.42,5.12
Corey Kluber,4,B,FF,1.85,1.56
Corey Kluber,4,X,SL,0.46,2
Corey Kluber,4,S,SL,-0.01,1.54
Corey Kluber,4,X,FF,-0.66,3.3
Corey Kluber,4,B,FF,-1.38,1.83
Corey Kluber,4,S,SI,-0.52,2.94
Corey Kluber,4,B,FF,-1.26,2.36
Corey Kluber,4,S,SL,0.19,1.6
Corey Kluber,4,B,FF,-0.3,3.77
Corey Kluber,4,B,FF,-0.37,3.58
Corey Kluber,4,S,SL,-0.45,1.87
Corey Kluber,4,B,FF,0.13,0.96
Corey Kluber,4,B,FF,-1.36,2.36
Corey Kluber,4,X,FF,-0.45,2.78
Corey Kluber,4,B,CH,-2.75,3.83
Corey Kluber,4,X,FF,-0.25,2.36
Corey Kluber,4,S,FF,-0.81,2.56
Corey Kluber,4,X,FF,0.27,2.44
Corey Kluber,4,S,FF,-0.59,2.71
Corey Kluber,4,B,CH,-1.72,2.01
Corey Kluber,4,S,FF,-0.76,3.19
Corey Kluber,4,X,SL,0.02,2.33
Corey Kluber,4,B,FF,1.05,1.51
Corey Kluber,4,S,SL,0.32,2.01
Corey Kluber,4,S,FF,0.29,1.9
Corey Kluber,4,B,SL,0.51,0.66
Corey Kluber,4,B,FF,-0.94,1.03
Corey Kluber,4,S,SL,-0.84,2.35
Corey Kluber,4,S,SL,0.7,2.13
Corey Kluber,4,B,FF,-0.97,1.64
Corey Kluber,4,S,FF,0.38,3.11
Corey Kluber,4,S,SL,0.18,2.7
Corey Kluber,4,S,FF,-0.47,4.27
Corey Kluber,4,S,SL,1.17,1.48
Corey Kluber,4,S,FF,0.37,1.85
Corey Kluber,4,S,SL,0.77,1.7
Corey Kluber,4,S,SL,0.36,1.65
Corey Kluber,4,S,FF,0.71,1.77
Corey Kluber,4,X,SL,-0.16,2.36
Corey Kluber,4,B,FF,0.06,0.57
Corey Kluber,4,B,SL,0.84,1.35
Corey Kluber,4,X,FF,-0.16,2.16
Corey Kluber,4,B,FF,-2.65,2.46
Corey Kluber,4,S,CH,-0.62,1.13
Corey Kluber,4,B,SL,-1.12,1.52
Corey Kluber,4,B,FF,-0.75,1.16
Corey Kluber,4,S,SL,0.05,1.5
Corey Kluber,4,X,FF,-0.94,1.54
Corey Kluber,4,X,FF,-0.87,1.78
Corey Kluber,4,S,CH,-0.61,2.31
Corey Kluber,4,X,SL,0.01,2.38
Corey Kluber,4,B,SL,0.39,1.64
Corey Kluber,4,B,FF,-1.74,2.66
Corey Kluber,4,B,FF,-0.38,3.16
Corey Kluber,4,S,FF,0.05,1.98
Corey Kluber,4,X,FF,0.01,2.41
Corey Kluber,4,S,FF,-0.97,2.36
Corey Kluber,4,B,SL,1.49,2.08
Corey Kluber,4,S,SL,1.32,1.16
Corey Kluber,4,B,FF,2.25,1.22
Corey Kluber,4,B,SL,1.43,-0.07
Corey Kluber,4,X,FF,-0.4,2.83
Corey Kluber,4,B,FF,-1.12,2.59
Corey Kluber,4,B,FF,0,3.73
Corey Kluber,4,B,FF,-0.76,3.43
Corey Kluber,4,B,SI,-0.88,3.89
Max Scherzer,4,X,FT,-0.433,2.989
Max Scherzer,4,S,FT,-0.72,2.731
Max Scherzer,4,B,CH,0.95,1.102
Max Scherzer,4,B,SL,1.131,0.709
Max Scherzer,4,S,CH,-0.385,1.802
Max Scherzer,4,S,FT,-0.807,2.269
Max Scherzer,4,B,SL,0.563,1.789
Max Scherzer,4,B,FT,-1.658,2.956
Max Scherzer,4,B,CH,-2.188,2.272
Max Scherzer,4,B,FT,-1.555,2.877
Max Scherzer,4,S,FT,-0.45,2.389
Max Scherzer,4,B,FT,-2.963,3.468
Max Scherzer,4,B,FF,-2.024,2.633
Max Scherzer,4,B,FT,-1.879,2.079
Max Scherzer,4,S,CH,-0.022,2.165
Max Scherzer,4,S,FT,-0.353,2.055
Max Scherzer,4,S,FF,-0.586,1.373
Max Scherzer,4,S,SL,-0.513,2.32
Max Scherzer,4,B,SL,0.832,0.087
Max Scherzer,4,S,FT,-0.276,2.054
Max Scherzer,4,X,FT,-0.249,2.234
Max Scherzer,4,X,FT,-0.438,2.608
Max Scherzer,4,S,FF,-0.981,2.692
Max Scherzer,4,B,SL,0.756,2.42
Max Scherzer,4,S,SL,1.533,0.63
Max Scherzer,4,S,FT,-0.248,3.151
Max Scherzer,4,S,SL,-0.253,2.875
Max Scherzer,4,S,FT,0.477,2.39
Max Scherzer,4,S,CH,0.466,1.441
Max Scherzer,4,B,SL,1.142,1.159
Max Scherzer,4,S,FT,-0.193,1.788
Max Scherzer,4,B,SL,1.197,0.914
Max Scherzer,4,S,FT,-0.702,2.751
Max Scherzer,4,B,CH,1.014,-0.04
Max Scherzer,4,B,CH,-1.211,3.263
Max Scherzer,4,B,SL,-0.416,1.495
Max Scherzer,4,X,CH,-1.075,2.36
Max Scherzer,4,B,SL,0.724,1.83
Max Scherzer,4,S,FT,0.057,2.415
Max Scherzer,4,B,FF,-2.132,3.6
Max Scherzer,4,S,FT,-0.648,2.788
Max Scherzer,4,S,FT,-1.217,2.307
Max Scherzer,4,X,FF,0.019,1.826
